,track_name,available_markets,duration_ms,explicit,artists_names,principal_artist_name,principal_artist_followers,acousticness,danceability,energy,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,year,sound_system
3543,Gloss of Blood,"Europe, Africa, Asia, America, Oceania",104211,True,$uicideboy$,$uicideboy$,5947594,0.215,0.674,0.403,0,0.402,-8.076,A,0.0749,119.922,4,0.106,69,2015,A-Flat Minor
3544,Glue Song,"Europe, Africa, Asia, America, Oceania",135066,False,beabadoobee,beabadoobee,2409182,0.77,0.62,0.409,1,0.105,-10.146,B,0.0282,113.946,3,0.582,80,2023,F-Sharp Major
3545,Glycerine,America,266493,False,Bush,Bush,1782482,0.0371,0.437,0.337,5,0.0981,-11.439,B,0.0326,114.239,4,0.0784,67,2014,B-Flat Major
3546,Gnaw,"Europe, Africa, Asia, America, Oceania",201788,False,Alex G,Alex G,986278,0.605,0.583,0.623,9,0.115,-8.495,A,0.0275,99.024,4,0.301,65,2010,B Minor
3547,Go Crazy,"Europe, Africa, Asia, America, Oceania",176960,True,Chris Brown;Young Thug,Chris Brown,20406521,0.316,0.755,0.578,0,0.25,-8.932,A,0.145,94.148,4,0.581,77,2020,A-Flat Minor
3548,Go DJ,"Europe, Africa, Asia, America, Oceania",281826,True,Lil Wayne,Lil Wayne,13995427,0.0617,0.736,0.792,6,0.223,-3.137,B,0.146,157.955,4,0.699,63,2004,F Major
3549,Go Flex,"Europe, Africa, Asia, America, Oceania",179613,True,Post Malone,Post Malone,41883548,0.228,0.665,0.498,5,0.0757,-8.185,B,0.0832,81.967,4,0.127,80,2016,B-Flat Major
3550,Go Fuck Yourself,"Europe, Africa, Asia, America, Oceania",129599,True,Two Feet,Two Feet,1857709,0.571,0.765,0.327,6,0.0787,-8.029,B,0.277,74.931,4,0.292,76,2016,F Major
3551,Go Rest High On That Mountain,"Europe, Africa, Asia, America, Oceania",315973,False,Vince Gill,Vince Gill,554856,0.469,0.325,0.143,2,0.101,-12.218,B,0.033,110.823,4,0.179,60,1994,D-Flat Major
3552,Go Stupid,"Europe, Africa, Asia, America, Oceania",165726,True,Polo G;Stunna 4 Vegas;NLE Choppa;Mike WiLL Made-It,Polo G,10015067,0.0277,0.92,0.833,1,0.0596,-3.18,B,0.253,141.034,4,0.645,79,2020,F-Sharp Major
3553,Go To Sleep,"Europe, Africa, Asia, America, Oceania",282026,True,Eminem;DMX;Obie Trice,Eminem,75934997,0.00172,0.571,0.861,7,0.317,-2.696,B,0.383,179.815,4,0.372,66,2003,C Major
3554,Go With The Flow,America,187120,False,Queens of the Stone Age,Queens of the Stone Age,3334950,0.0148,0.242,0.992,4,0.833,-3.9,A,0.0988,159.37,4,0.374,66,2002,C Minor
3555,Go With the Flow,"Europe, Africa, Asia, America, Oceania",216920,True,MF DOOM,MF DOOM,2195946,0.102,0.787,0.699,7,0.319,-7.243,B,0.267,94.271,4,0.601,58,1999,C Major
3556,Go Your Own Way,"Europe, Africa, Asia, America, Oceania",218400,False,Fleetwood Mac,Fleetwood Mac,10330943,0.0219,0.597,0.812,5,0.102,-12.062,B,0.0315,135.68,4,0.823,63,1988,B-Flat Major
3557,Go the Distance,"Europe, Africa, Asia, America, Oceania",194160,False,Roger Bart;Disney,Roger Bart,10101,0.879,0.275,0.126,9,0.0791,-17.077,B,0.033,88.626,4,0.21,66,1997,D Major
3558,God Bless The U.S.A.,"Europe, Africa, Asia, America, Oceania",191600,False,Lee Greenwood,Lee Greenwood,54098,0.0873,0.299,0.422,5,0.182,-9.977,B,0.0285,67.797,4,0.168,57,1992,B-Flat Major
3559,God Blessed Texas - Special Version,"Europe, Africa, Asia, America, Oceania",207760,False,Little Texas,Little Texas,487585,0.223,0.655,0.838,9,0.112,-6.374,B,0.0318,128.784,4,0.968,59,1995,D Major
3560,God Gave Me A Girl,"Europe, Africa, Asia, America, Oceania",187226,False,Russell Dickerson,Russell Dickerson,451584,0.249,0.518,0.845,7,0.0764,-5.051,B,0.0647,142.133,4,0.37,71,2022,C Major
3561,God Gave Me You,America,229533,False,Blake Shelton,Blake Shelton,7231891,0.00481,0.483,0.844,2,0.405,-5.043,B,0.0314,151.977,4,0.543,65,2011,D-Flat Major
3562,God Love Her,"Europe, Africa, Asia, America, Oceania",216626,False,Toby Keith,Toby Keith,2093826,0.133,0.551,0.919,10,0.0637,-3.895,B,0.0529,125.025,4,0.432,58,2008,A Major
3563,God Speed,"Europe, Africa, Asia, America, Oceania",253359,True,Zach Bryan,Zach Bryan,1976580,0.869,0.583,0.0819,0,0.103,-15.249,B,0.04,79.385,4,0.167,74,2019,B Major
3564,God is a woman,"Europe, Africa, Asia, America, Oceania",197546,True,Ariana Grande,Ariana Grande,93325304,0.0233,0.602,0.658,1,0.237,-5.934,B,0.0558,145.031,4,0.268,79,2018,F-Sharp Major
3565,God's Country,"Europe, Africa, Asia, America, Oceania",204800,False,Blake Shelton,Blake Shelton,7231891,0.0597,0.536,0.754,10,0.118,-5.102,B,0.0399,139.988,4,0.212,70,2019,A Major
3566,God's Country,"Europe, Africa, Asia, America, Oceania",205106,False,Blake Shelton,Blake Shelton,7231891,0.0608,0.538,0.752,10,0.118,-5.106,B,0.0396,139.984,4,0.217,71,2019,A Major
3567,God's Gonna Cut You Down,"Asia, America",158573,False,Johnny Cash,Johnny Cash,6026935,0.868,0.617,0.485,5,0.115,-8.227,A,0.115,82.228,4,0.845,65,2006,G Minor
3568,God's Not Dead (Like A Lion),"Europe, Africa, Asia, America, Oceania",258453,False,Newsboys,Newsboys,1141789,0.000479,0.516,0.905,11,0.198,-5.613,B,0.0399,129.999,4,0.612,64,2011,E Major
3569,God's Plan,"Europe, Africa, Asia, America, Oceania",198973,True,Drake,Drake,79123685,0.0332,0.754,0.449,7,0.552,-9.211,B,0.109,77.169,4,0.357,87,2018,C Major
3570,Godspeed,"Europe, Africa, Asia, America, Oceania",177922,False,Frank Ocean,Frank Ocean,11697765,0.929,0.399,0.0969,6,0.121,-12.578,B,0.0509,109.54,4,0.0758,75,2016,F Major
3571,Godzilla (feat. Juice WRLD),"Europe, Africa, Asia, America, Oceania",210800,True,Eminem;Juice WRLD,Eminem,75934997,0.145,0.808,0.745,10,0.292,-5.26,A,0.342,165.995,4,0.829,84,2020,F-Sharp Minor
3572,Goin' Through The Big D,"Europe, Africa, Asia, America, Oceania",155493,False,Mark Chesnutt,Mark Chesnutt,749450,0.143,0.566,0.861,10,0.0817,-7.543,B,0.0365,173.793,5,0.862,56,1996,A Major
3573,Going Away To College,"Europe, Africa, Asia, America, Oceania",179333,False,blink-182,blink-182,7752815,0.0105,0.532,0.753,11,0.389,-6.481,B,0.0322,104.522,4,0.575,62,1999,E Major
3574,Going Back To Cali,"Europe, Africa, Asia, America, Oceania",249266,False,LL COOL J,LL COOL J,1564468,0.00464,0.916,0.662,9,0.138,-16.404,A,0.605,135.65,4,0.406,51,1989,B Minor
3575,Going Back to Cali - 2014 Remaster,"Europe, Africa, Asia, America, Oceania",307426,True,The Notorious B.I.G.,The Notorious B.I.G.,9215287,0.207,0.851,0.647,9,0.0447,-5.847,B,0.339,99.17,4,0.596,60,1997,D Major
3576,Going Bad (feat. Drake),"Europe, Africa, Asia, America, Oceania",180522,True,Meek Mill;Drake,Meek Mill,7530250,0.259,0.889,0.496,4,0.252,-6.365,A,0.0905,86.003,4,0.544,81,2018,C Minor
3577,Going Under,"Europe, Africa, Asia, America, Oceania",214946,False,Evanescence,Evanescence,4042374,0.00815,0.37,0.858,11,0.229,-4.885,A,0.0545,175.077,4,0.464,76,2003,D-Flat Minor
3578,Going Up The Country,"Europe, Africa, Asia, America, Oceania",171373,False,Canned Heat,Canned Heat,602684,0.806,0.653,0.239,5,0.132,-18.54,A,0.0453,80.392,4,0.765,64,1987,G Minor
3579,Going Up The Country,"Europe, Africa, Asia, America, Oceania",172866,False,Canned Heat,Canned Heat,602684,0.859,0.622,0.239,5,0.109,-18.982,A,0.0447,79.674,4,0.737,63,1989,G Minor
3580,Going on a Picnic,"Europe, Africa, Asia, America, Oceania",71040,False,Raffi,Raffi,144800,0.731,0.903,0.155,6,0.0875,-14.472,B,0.0691,128.483,4,0.792,56,1996,F Major
3581,"Going, Going, Gone","Europe, Africa, Asia, America, Oceania",177266,False,Luke Combs,Luke Combs,9144527,0.538,0.565,0.56,6,0.0961,-6.034,B,0.0275,159.931,4,0.325,80,2022,F Major
3582,Gold Digger,"Europe, Africa, Asia, America, Oceania",207626,True,Kanye West;Jamie Foxx,Kanye West,21109339,0.0195,0.629,0.696,1,0.0554,-5.572,A,0.348,93.034,4,0.623,82,2005,E-Flat Minor
3583,Gold Dust,"Europe, Africa, Asia, America, Oceania",125933,False,Duster,Duster,667715,0.863,0.58,0.47,3,0.11,-11.923,B,0.0337,111.459,4,0.43,62,1998,A-Flat Major
3584,Gold Guns Girls,"Europe, Africa, Asia, America, Oceania",245280,False,Metric,Metric,763179,0.000949,0.494,0.963,9,0.0932,-5.394,A,0.057,179.963,4,0.833,63,2009,B Minor
3585,Gold on the Ceiling,"Europe, Africa, Asia, America, Oceania",224333,False,The Black Keys,The Black Keys,3910430,0.00772,0.505,0.833,0,0.069,-4.632,B,0.0475,130.121,4,0.565,73,2011,B Major
3586,Golden,America,231560,False,Jill Scott,Jill Scott,1742836,0.275,0.769,0.558,10,0.0758,-6.232,A,0.0828,100.007,4,0.593,59,2004,F-Sharp Minor
3587,Golden,"Europe, Africa, Asia, America, Oceania",208906,False,Harry Styles,Harry Styles,29110462,0.21,0.448,0.838,4,0.131,-5.257,A,0.0557,139.863,4,0.254,82,2019,C Minor
3588,Golden,"Europe, Africa, Asia, America, Oceania",279240,False,My Morning Jacket,My Morning Jacket,533198,0.229,0.566,0.479,5,0.357,-11.128,B,0.0254,109.748,4,0.28,55,2003,B-Flat Major
3589,Goldie,"Europe, Africa, Asia, America, Oceania",192066,True,A$AP Rocky,A$AP Rocky,12727497,0.228,0.697,0.849,10,0.493,-4.953,A,0.248,81.956,4,0.734,66,2013,F-Sharp Minor
3590,Golpes En El Corazón,"Europe, Africa, Asia, America, Oceania",227960,False,Los Tigres Del Norte,Los Tigres Del Norte,4930481,0.284,0.751,0.408,11,0.0745,-10.343,A,0.0315,114.342,4,0.774,60,1995,D-Flat Minor
3591,Gone,"Europe, Africa, Asia, America, Oceania",130013,False,Jack Johnson,Jack Johnson,3696402,0.832,0.816,0.338,11,0.119,-11.989,A,0.0471,97.027,4,0.756,68,2003,D-Flat Minor
3592,Gone Away - 1997,"Europe, Africa, Asia, America, Oceania",268826,False,The Offspring,The Offspring,5170330,0.012,0.45,0.945,3,0.0683,-3.995,B,0.0806,111.342,4,0.294,70,1997,A-Flat Major
3593,Gone Country,"Asia, America, Oceania",260493,False,Alan Jackson,Alan Jackson,2465796,0.0875,0.673,0.679,7,0.0752,-7.337,B,0.0254,125.607,4,0.612,61,1994,C Major
3594,Gone Country,"Europe, Africa, Asia, America, Oceania",259893,False,Alan Jackson,Alan Jackson,2465796,0.131,0.681,0.719,7,0.113,-5.918,B,0.0248,125.729,4,0.637,58,1989,C Major
3595,Gone Forever,"Europe, Africa, Asia, America, Oceania",221093,True,Three Days Grace,Three Days Grace,5796021,0.0175,0.409,0.761,2,0.114,-4.514,B,0.031,155.901,4,0.271,62,2006,D-Flat Major
3596,"Gone, Gone, Gone","Europe, Africa, Asia, America, Oceania",209693,False,Phillip Phillips,Phillip Phillips,1101752,0.129,0.664,0.642,6,0.114,-5.961,B,0.038,118.002,4,0.501,75,2012,F Major
3597,Gonna Love Me,"Europe, Africa, Asia, America, Oceania",166997,False,Teyana Taylor,Teyana Taylor,1747187,0.402,0.514,0.506,10,0.191,-7.095,A,0.28,88.044,4,0.312,73,2018,F-Sharp Minor
3598,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),"Europe, Africa, Asia, America, Oceania",243693,False,C & C Music Factory;Freedom Williams,C & C Music Factory,241082,0.0018,0.557,0.74,6,0.148,-10.999,B,0.0879,114.379,4,0.801,59,1990,F Major
3599,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),"Europe, Africa, Asia, America, Oceania",244093,False,C & C Music Factory;Freedom Williams,C & C Music Factory,241082,0.000851,0.557,0.798,6,0.183,-7.405,B,0.0935,112.187,4,0.794,71,1990,F Major
3600,Good,"Europe, Africa, Asia, America, Oceania",185093,False,Better Than Ezra,Better Than Ezra,413825,0.000372,0.615,0.657,7,0.132,-6.873,B,0.029,109.95,4,0.792,64,1995,C Major
3601,Good Day,America,261773,True,Nappy Roots,Nappy Roots,216338,0.57,0.859,0.654,9,0.498,-6.326,B,0.258,94.004,4,0.897,57,2008,D Major
3602,Good Days,"Europe, Africa, Asia, America, Oceania",278480,True,SZA,SZA,14432107,0.418,0.461,0.651,1,0.782,-8.81,A,0.0568,121.07,4,0.383,80,2022,E-Flat Minor
3603,Good Days,"Europe, Africa, Asia, America, Oceania",279204,True,SZA,SZA,14432107,0.499,0.436,0.655,1,0.688,-8.37,A,0.0583,121.002,4,0.412,81,2020,E-Flat Minor
3604,Good Die Young,"Europe, Africa, Asia, America, Oceania",165699,False,Koe Wetzel,Koe Wetzel,535943,0.0396,0.604,0.72,11,0.0583,-5.628,B,0.0413,118.041,4,0.513,68,2020,E Major
3605,Good Directions,"Europe, Africa, Asia, America, Oceania",215853,False,Billy Currington,Billy Currington,2601654,0.307,0.716,0.72,5,0.135,-2.183,B,0.0319,122.512,4,0.464,75,2005,B-Flat Major
3606,Good Feeling,"Europe, Africa, Asia, America, Oceania",248133,False,Flo Rida,Flo Rida,8941029,0.0588,0.706,0.89,1,0.306,-4.444,A,0.0688,128.011,4,0.684,79,2012,E-Flat Minor
3607,Good For You,America,221280,False,Selena Gomez;A$AP Rocky,Selena Gomez,44773122,0.181,0.607,0.673,5,0.069,-6.484,A,0.0611,88.952,4,0.215,66,2015,G Minor
3608,Good Girl,"Europe, Africa, Asia, America, Oceania",205560,False,Carrie Underwood,Carrie Underwood,5875753,0.0286,0.617,0.839,0,0.19,-2.849,A,0.0655,128.91,4,0.741,63,2012,A-Flat Minor
3609,Good Girls Bad Guys,"Europe, Africa, Asia, America, Oceania",195373,True,Falling In Reverse,Falling In Reverse,2757589,0.0223,0.474,0.948,3,0.43,-2.592,B,0.122,146.46,4,0.611,67,2011,A-Flat Major
3610,Good Girls Go Bad (feat. Leighton Meester),"Europe, Africa, Asia, America, Oceania",196413,False,Cobra Starship;Leighton Meester,Cobra Starship,506585,0.0116,0.594,0.874,0,0.549,-3.716,B,0.0815,119.964,4,0.628,68,2009,B Major
3611,Good God,"Europe, Africa, Asia, America, Oceania",201960,True,Korn,Korn,6602756,0.003,0.548,0.904,11,0.655,-7.011,A,0.0992,124.75,4,0.585,66,1996,D-Flat Minor
3612,Good Good Father,"Europe, Africa, Asia, America, Oceania",293398,False,Chris Tomlin,Chris Tomlin,1806928,0.315,0.429,0.587,9,0.108,-4.588,B,0.0275,145.003,3,0.164,69,2016,D Major
3613,Good Life,"Europe, Africa, Asia, America, Oceania",207000,True,Kanye West;T-Pain,Kanye West,21109339,0.00305,0.439,0.808,1,0.439,-6.881,B,0.346,82.962,4,0.487,78,2007,F-Sharp Major
3614,Good Life,"Europe, Africa, Asia, America, Oceania",244773,False,Inner City,Inner City,71136,0.172,0.716,0.783,4,0.0327,-12.876,A,0.0496,121.306,4,0.952,60,1989,C Minor
3615,Good Life,"Europe, Africa, Asia, America, Oceania",253306,True,OneRepublic,OneRepublic,16176870,0.0771,0.634,0.69,6,0.132,-7.804,B,0.052,94.988,4,0.645,75,2009,F Major
3616,Good Looking,"Europe, Africa, Asia, America, Oceania",214800,False,Suki Waterhouse,Suki Waterhouse,401045,0.077,0.364,0.554,4,0.125,-9.076,B,0.0301,150.079,3,0.257,81,2022,E-Flat Major
3617,Good Lord Lorrie,"Europe, Africa, Asia, America, Oceania",301000,False,Turnpike Troubadours,Turnpike Troubadours,451087,0.274,0.555,0.649,7,0.301,-6.756,B,0.0284,78.994,4,0.581,64,2012,C Major
3618,Good Morning,"Europe, Africa, Asia, America, Oceania",195093,True,Kanye West,Kanye West,21109339,0.0791,0.48,0.631,7,0.149,-5.488,B,0.116,84.164,4,0.515,75,2007,C Major
3619,Good Morning Beautiful,"Europe, Africa, Asia, America, Oceania",210933,False,Steve Holy,Steve Holy,47013,0.452,0.565,0.5,7,0.137,-8.822,B,0.031,70.984,4,0.242,56,2000,C Major
3620,Good News,"Europe, Africa, Asia, America, Oceania",342040,False,Mac Miller,Mac Miller,9435294,0.853,0.794,0.32,1,0.112,-12.92,A,0.173,174.088,4,0.241,74,2020,E-Flat Minor
3621,Good Night,"Europe, Africa, Asia, America, Oceania",185973,True,Kanye West;Mos Def;Albe Back,Kanye West,21109339,0.177,0.696,0.526,11,0.192,-10.504,A,0.171,88.931,4,0.703,64,2007,D-Flat Minor
3622,Good Old Days (feat. Kesha),"Europe, Africa, Asia, America, Oceania",240506,False,Macklemore;Kesha,Macklemore,2115220,0.446,0.712,0.51,8,0.112,-8.162,B,0.0633,122.964,4,0.268,73,2017,G Major
3623,Good People,"Asia, America",208506,False,Jack Johnson,Jack Johnson,3696402,0.215,0.72,0.586,11,0.0919,-6.001,B,0.035,176.137,4,0.908,63,2005,E Major
3624,Good Riddance (Time of Your Life),"Europe, Africa, Asia, America, Oceania",153466,True,Green Day,Green Day,14294445,0.183,0.475,0.432,7,0.161,-7.844,B,0.0302,94.605,4,0.648,81,1997,C Major
3625,Good Thing,"Europe, Africa, Asia, America, Oceania",201866,False,Fine Young Cannibals,Fine Young Cannibals,803858,0.0708,0.747,0.586,9,0.0427,-10.119,A,0.0299,164.718,4,0.893,66,1988,B Minor
3626,Good Time,"Europe, Africa, Asia, America, Oceania",205933,False,Owl City;Carly Rae Jepsen,Owl City,2401549,0.0239,0.56,0.872,3,0.371,-4.269,B,0.14,126.05,4,0.682,80,2012,A-Flat Major
3627,Good Time,"Europe, Africa, Asia, America, Oceania",306773,False,Alan Jackson,Alan Jackson,2465796,0.0355,0.652,0.767,9,0.397,-10.445,B,0.0372,132.017,4,0.73,69,2008,D Major
3628,Good Times,"Europe, Africa, Asia, America, Oceania",211493,True,Styles P,Styles P,689995,0.157,0.697,0.761,11,0.789,-7.647,A,0.302,81.728,4,0.666,64,2002,D-Flat Minor
3629,Good Times Go By Too Fast,"Europe, Africa, Asia, America, Oceania",169573,False,Dylan Scott,Dylan Scott,1480402,0.092,0.66,0.706,5,0.129,-5.219,B,0.0291,114.991,4,0.453,75,2022,B-Flat Major
3630,Good Vibes,"Europe, Africa, Asia, America, Oceania",165586,False,Chris Janson,Chris Janson,324717,0.022,0.582,0.846,0,0.133,-2.771,B,0.0451,92.004,4,0.736,71,2019,B Major
3631,Good Vibrations,"Europe, Africa, Asia, America, Oceania",269306,False,Marky Mark And The Funky Bunch;Loleatta Holloway,Marky Mark And The Funky Bunch,136777,0.00189,0.711,0.951,1,0.0229,-8.406,B,0.0537,121.656,4,0.903,65,1991,F-Sharp Major
3632,Good Vibrations - Remastered 2001,"Europe, Africa, Asia, America, Oceania",217746,False,The Beach Boys,The Beach Boys,4248122,0.387,0.403,0.495,10,0.147,-6.888,A,0.0312,132.912,4,0.38,64,2006,F-Sharp Minor
3633,Good as Hell,"Europe, Africa, Asia, America, Oceania",159735,False,Lizzo,Lizzo,5632524,0.256,0.682,0.919,0,0.442,-3.18,A,0.0875,95.982,4,0.535,76,2019,A-Flat Minor
3634,Goodbye Earl,"Europe, Africa, Asia, America, Oceania",258640,False,The Chicks,The Chicks,1403263,0.0192,0.705,0.7,0,0.0755,-7.38,B,0.0295,122.841,4,0.765,67,1999,B Major
3635,Goodbye Horses,"Europe, Africa, Asia, America, Oceania",187720,False,Q Lazzarus,Q Lazzarus,33274,0.0896,0.772,0.409,5,0.0522,-15.061,B,0.0355,125.476,4,0.495,66,2013,B-Flat Major
3636,Goodbye Love,"Europe, Africa, Asia, America, Oceania",304026,False,Guy,Guy,708347,0.112,0.68,0.381,5,0.0316,-16.646,A,0.0291,82.186,4,0.701,47,1988,G Minor
3637,Goodbye My Lover,"Europe, Africa, Asia, America, Oceania",258653,False,James Blunt,James Blunt,2856342,0.953,0.432,0.261,4,0.0903,-12.591,B,0.0512,89.567,4,0.273,72,2005,E-Flat Major
3638,Goodbye Says It All,"Europe, Africa, Asia, America, Oceania",204160,False,BlackHawk,BlackHawk,252871,0.056,0.646,0.479,8,0.0517,-9.823,B,0.0265,137.703,4,0.675,56,1994,G Major
3639,Goodbye Time,"Europe, Africa, Asia, America, Oceania",207533,False,Conway Twitty,Conway Twitty,825687,0.583,0.514,0.162,2,0.111,-17.392,B,0.0317,147.117,4,0.271,47,1988,D-Flat Major
3640,"Goodbye, My Danish Sweetheart","Europe, Africa, Asia, America, Oceania",137024,False,Mitski,Mitski,4954915,0.813,0.652,0.435,1,0.106,-6.586,B,0.0384,119.997,4,0.473,68,2013,F-Sharp Major
3641,Goodbyes (feat. Young Thug),"Europe, Africa, Asia, America, Oceania",174853,True,Post Malone;Young Thug,Post Malone,41883548,0.456,0.548,0.653,5,0.103,-3.875,B,0.081,150.068,4,0.163,82,2019,B-Flat Major
3642,Goodie Bag,"Europe, Africa, Asia, America, Oceania",146390,True,Still Woozy,Still Woozy,931794,0.821,0.739,0.522,7,0.233,-12.304,A,0.151,138.263,4,0.619,78,2017,A Minor
3643,Goodies (feat. Petey Pablo),"Europe, Africa, Asia, America, Oceania",223000,False,Ciara;Petey Pablo,Ciara,6290714,0.0277,0.826,0.647,5,0.298,-6.306,A,0.0491,102.017,4,0.872,71,2004,G Minor
3644,Gooey,"Europe, Africa, Asia, America, Oceania",289306,False,Glass Animals,Glass Animals,3870127,0.736,0.487,0.369,11,0.0925,-13.424,A,0.0406,183.114,4,0.106,72,2014,D-Flat Minor
3645,Goosebumps - Remix,"Europe, Africa, Asia, America, Oceania",162802,True,Travis Scott;HVME,Travis Scott,23839476,0.418,0.841,0.593,1,0.124,-7.846,B,0.0379,124.917,4,0.808,81,2021,F-Sharp Major
3646,Gorgeous,"Europe, Africa, Asia, America, Oceania",209680,False,Taylor Swift,Taylor Swift,84618954,0.0713,0.8,0.535,7,0.213,-6.684,B,0.135,92.027,4,0.451,85,2017,C Major
3647,Gorgeous,"Europe, Africa, Asia, America, Oceania",357653,True,Kanye West;Kid Cudi;Raekwon,Kanye West,21109339,0.0207,0.598,0.713,6,0.431,-3.625,A,0.0326,91.964,4,0.118,72,2010,D Minor
3648,Gossip Folks (feat. Ludacris),"Europe, Africa, Asia, America, Oceania",234893,True,Missy Elliott;Ludacris,Missy Elliott,2287573,0.362,0.707,0.538,0,0.317,-5.264,B,0.505,121.732,4,0.439,59,2002,B Major
3649,Got 'Til It's Gone,"Europe, Africa, Asia, America, Oceania",241760,True,Janet Jackson;Q-Tip;Joni Mitchell,Janet Jackson,3713547,0.0177,0.752,0.364,7,0.278,-10.375,B,0.277,89.842,4,0.534,66,1997,C Major
3650,Got It On Me,"Europe, Africa, Asia, America, Oceania",164579,True,Pop Smoke,Pop Smoke,12887261,0.00815,0.688,0.647,2,0.095,-7.258,B,0.19,88.834,4,0.195,77,2020,D-Flat Major
3651,Got Me Wrong,"Europe, Africa, Asia, America, Oceania",249866,False,Alice In Chains,Alice In Chains,4693028,0.104,0.506,0.771,8,0.215,-10.023,B,0.0442,83.412,4,0.235,56,1992,G Major
3652,Got Money,"Europe, Africa, Asia, America, Oceania",244626,True,Lil Wayne;T-Pain,Lil Wayne,13995427,0.00188,0.694,0.661,7,0.676,-4.847,B,0.118,82.48,4,0.702,60,2008,C Major
3653,Got My Mind Set On You,"Europe, Africa, Asia, America, Oceania",234653,False,George Harrison,George Harrison,2508002,0.456,0.759,0.85,4,0.488,-7.156,B,0.0418,149.211,4,0.963,75,1987,E-Flat Major
3654,Got The Time,"Europe, Africa, Asia, America, Oceania",164333,False,Anthrax,Anthrax,1558655,0.000641,0.371,0.973,10,0.0423,-5.303,A,0.135,127.721,4,0.444,64,1990,F-Sharp Minor
3655,Got What I Got,"Europe, Africa, Asia, America, Oceania",178146,False,Jason Aldean,Jason Aldean,6318697,0.621,0.512,0.58,3,0.513,-6.658,A,0.029,159.847,3,0.303,70,2019,F Minor
3656,Got You (Where I Want You),America,242453,False,The Flys,The Flys,15184,0.000405,0.47,0.644,8,0.134,-6.721,B,0.0269,75.597,4,0.521,57,1998,G Major
3657,Got Your Money (feat. Kelis),"Europe, Africa, Asia, America, Oceania",239546,True,Ol' Dirty Bastard;Kelis,Ol' Dirty Bastard,975142,0.0516,0.934,0.459,1,0.222,-7.654,B,0.189,103.04,4,0.697,70,1999,F-Sharp Major
3658,Got the Life,"Europe, Africa, Asia, America, Oceania",225306,True,Korn,Korn,6602756,1.88e-05,0.501,0.905,11,0.383,-5.721,A,0.0518,123.277,4,0.584,74,1998,D-Flat Minor
3659,Gotas De Lluvia,"Europe, Africa, Asia, America, Oceania",354973,False,Grupo Niche,Grupo Niche,3176053,0.701,0.635,0.856,4,0.0565,-3.946,A,0.0375,97.276,4,0.688,73,1990,C Minor
3660,Goth,"Europe, Africa, Asia, America, Oceania",207120,False,Sidewalks and Skeletons,Sidewalks and Skeletons,213983,0.00339,0.558,0.697,1,0.1,-9.171,B,0.0325,115.024,4,0.174,74,2015,F-Sharp Major
3661,Gotta Be Somebody,"Europe, Africa, Asia, America, Oceania",252653,False,Nickelback,Nickelback,6508386,0.000354,0.536,0.89,0,0.133,-5.222,B,0.0601,115.998,4,0.205,66,2008,B Major
3662,Gotta Get Away,"Europe, Africa, Asia, America, Oceania",232160,False,The Offspring,The Offspring,5170330,0.00082,0.568,0.826,4,0.0789,-7.634,A,0.0402,132.782,4,0.796,64,1994,C Minor
3663,Gotta Go My Own Way,"Europe, Africa, Asia, America, Oceania",222360,False,Zac Efron;Vanessa Hudgens;Disney,Zac Efron,785211,0.0864,0.555,0.692,9,0.232,-4.767,B,0.0277,88.995,4,0.313,67,2007,D Major
3664,Gouge Away,"Europe, Africa, Asia, America, Oceania",162533,False,Pixies,Pixies,2631823,0.000892,0.658,0.475,4,0.105,-12.688,B,0.033,125.747,4,0.461,65,1989,E-Flat Major
3665,Government Hooker,America,254266,False,Lady Gaga,Lady Gaga,27767797,0.000141,0.662,0.797,7,0.64,-6.735,B,0.0356,119.98,4,0.51,65,2011,C Major
3666,Grab The Devil By The Horns And **** Him Up The ***,"Europe, Africa, Asia, America, Oceania",66693,False,Sum 41,Sum 41,3650003,0.000352,0.394,0.944,6,0.381,-4.52,A,0.0797,95.413,4,0.222,61,2000,D Minor
3667,Grace,"Europe, Africa, Asia, America, Oceania",322040,False,Jeff Buckley,Jeff Buckley,1113558,0.0256,0.546,0.867,11,0.221,-4.235,A,0.0354,127.988,4,0.189,63,1994,D-Flat Minor
3668,Grace (feat. 42 Dugg),"Europe, Africa, Asia, America, Oceania",203438,True,Lil Baby;42 Dugg,Lil Baby,15141845,0.38,0.817,0.513,10,0.109,-6.263,A,0.394,123.029,4,0.177,71,2020,F-Sharp Minor
3669,Grace Kelly,America,187733,False,MIKA,MIKA,1341462,0.0194,0.671,0.82,0,0.361,-5.796,B,0.048,122.361,4,0.685,63,2007,B Major
3670,Graceland,"Europe, Africa, Asia, America, Oceania",291200,False,Paul Simon,Paul Simon,2170686,0.626,0.732,0.705,9,0.0813,-9.271,B,0.0349,117.925,4,0.848,64,1986,D Major
3671,Graduate,"Europe, Africa, Asia, America, Oceania",187666,False,Third Eye Blind,Third Eye Blind,1494691,0.000904,0.498,0.913,0,0.0902,-4.805,A,0.0446,89.359,4,0.45,59,1997,A-Flat Minor
